user_id,item_id,rating
11,123,5
11,357,2
11,502,1
11,311,1
11,141,3
11,526,1
11,339,3
11,464,3
11,220,5
11,474,2
11,139,1
11,241,3
11,135,5
11,349,2
11,558,4
11,509,5
11,366,2
11,471,4
11,136,3
11,259,3
11,287,2
11,494,2
11,346,2
11,309,5
11,372,4
11,161,1
11,356,4
12,354,1
12,177,2
12,188,5
12,123,2
12,269,1
12,313,5
12,417,4
12,383,1
12,560,2
12,179,2
12,537,2
12,183,4
12,489,2
12,430,5
12,490,3
12,372,1
12,288,4
12,226,3
12,221,2
12,297,4
12,235,2
12,541,2
12,395,2
12,169,4
12,335,5
12,234,4
12,379,4
12,148,2
12,327,1
12,357,5
12,375,3
12,577,1
12,447,4
12,404,3
12,588,5
12,130,2
12,450,3
12,382,2
12,385,4
12,189,4
12,393,1
12,229,4
12,254,1
12,200,3
12,330,2
12,361,2
12,569,2
12,260,5
12,168,3
12,306,2
12,391,3
12,319,5
12,495,2
12,554,4
12,414,4
12,498,2
12,460,1
12,476,1
12,157,3
13,216,5
13,307,5
13,271,5
13,196,1
13,515,2
13,477,4
13,409,3
13,487,3
13,440,4
13,253,1
13,496,5
13,507,1
13,464,4
13,150,2
13,283,1
13,101,5
13,327,4
13,299,3
13,139,5
13,403,2
13,362,2
13,319,1
13,350,3
13,445,1
13,156,3
13,458,3
13,387,5
13,519,1
13,199,4
13,192,2
13,348,4
13,226,5
13,579,5
13,117,3
13,444,1
13,448,5
13,102,4
13,343,2
13,520,1
13,566,1
13,497,5
13,567,4
13,501,2
13,556,5
13,194,4
13,306,4
13,342,5
13,200,2
13,114,4
13,282,3
13,141,4
13,201,4
13,555,3
13,280,4
13,214,1
13,573,2
13,186,4
13,456,5
13,118,3
13,439,2
13,442,3
14,307,1
14,482,3
14,332,3
14,589,5
14,544,5
14,395,1
14,389,4
14,416,3
14,105,5
14,370,5
14,336,4
14,595,4
14,264,4
14,218,5
14,499,2
14,361,1
14,561,3
14,470,4
14,200,1
14,207,1
14,439,4
14,206,5
14,493,2
14,516,2
14,461,2
14,521,4
14,281,1
14,247,3
14,584,4
14,237,3
14,363,3
14,117,3
14,348,1
14,343,5
14,106,2
14,449,5
14,141,5
14,381,5
14,243,3
14,312,1
14,540,5
14,183,2
14,440,4
14,529,1
14,462,5
14,325,2
14,600,3
14,345,3
14,365,4
14,469,1
14,316,2
14,379,1
14,329,2
15,173,3
15,236,5
15,394,1
15,150,5
15,338,1
15,548,4
15,104,4
15,571,2
15,314,1
15,329,5
15,242,4
15,307,1
15,212,1
15,159,2
15,124,5
15,366,4
15,488,5
15,373,1
15,353,2
15,463,4
15,279,5
15,382,4
15,120,5
15,341,4
15,129,2
15,412,3
15,143,2
15,240,4
15,561,5
15,327,1
15,492,4
15,528,4
15,371,4
15,177,2
15,172,2
15,467,3
15,362,4
15,536,5
15,538,1
15,537,4
15,429,2
15,526,5
15,547,5
15,581,1
15,570,4
15,457,3
15,406,2
15,580,2
15,214,2
15,514,5
15,516,3
16,513,3
16,243,3
16,418,5
16,565,2
16,549,4
16,424,2
16,458,3
16,482,1
16,365,3
16,538,1
16,430,4
16,526,3
16,541,1
16,525,5
16,279,3
16,135,1
16,114,3
16,284,3
16,302,4
16,285,3
16,352,1
16,223,2
16,189,3
16,363,1
16,152,2
16,118,4
16,579,2
16,214,4
16,216,4
16,208,4
16,369,2
16,225,3
16,570,3
16,459,1
16,281,5
16,138,
16,299,4
16,107,4
16,575,3
16,401,
16,422,
16,452,1
16,445,4
16,371,1
16,501,4
16,493,4
16,581,1
16,188,3
16,488,4
16,229,5
16,551,2
16,399,2
16,404,2
16,180,1
16,574,1
16,515,2
16,483,3
16,206,1
16,335,1
16,594,4
17,324,3
17,239,5
17,485,1
17,210,5
17,496,5
17,402,5
17,379,1
17,188,2
17,284,3
17,189,5
17,176,4
17,180,4
17,302,5
17,527,1
17,121,3
17,599,5
17,581,3
17,355,3
17,567,1
17,128,4
17,585,4
17,417,3
17,296,5
17,559,2
17,287,1
17,573,3
17,209,3
17,412,3
17,497,2
17,191,2
17,596,3
17,591,3
17,219,4
17,435,5
17,280,1
17,241,5
17,409,3
17,171,4
17,350,4
17,260,5
17,443,4
17,294,1
17,230,2
17,362,4
17,525,4
17,103,2
17,187,3
17,373,3
17,454,1
17,137,4
17,293,4
17,482,1
17,512,4
17,233,3
17,282,4
18,413,1
18,404,3
18,335,4
18,149,4
18,513,3
18,157,3
18,393,1
18,150,2
18,356,3
18,457,1
18,496,2
18,118,5
18,541,3
18,529,3
18,492,4
18,217,5
18,262,3
18,360,1
18,327,3
18,422,4
18,506,4
18,536,5
18,339,2
18,312,5
18,544,5
18,201,5
18,478,2
18,545,5
18,596,5
18,543,5
18,427,4
18,421,5
18,116,5
18,527,2
18,388,2
18,441,1
18,519,3
18,409,1
18,257,4
18,166,1
18,330,2
18,111,3
18,538,2
18,261,1
18,346,4
18,465,2
19,114,1
19,272,1
19,195,3
19,407,2
19,301,1
19,226,3
19,273,1
19,318,3
19,185,5
19,271,2
19,520,4
19,367,4
19,134,5
19,213,5
19,547,2
19,302,4
19,600,2
19,458,3
19,447,1
19,211,1
19,200,2
19,180,2
19,584,1
19,250,4
19,142,2
19,198,5
19,449,1
19,361,2
19,106,3
19,443,1
19,435,2
19,468,4
19,585,3
19,157,3
19,296,3
19,412,3
19,557,4
19,348,1
19,147,3
19,227,3
19,515,2
19,471,4
19,599,2
19,178,3
19,371,5
19,597,1
19,432,5
19,241,1
19,321,5
19,466,2
19,105,2
20,542,2
20,241,4
20,558,1
20,359,1
20,321,4
20,153,2
20,183,4
20,180,1
20,578,1
20,225,3
20,131,3
20,426,3
20,190,5
20,258,3
20,122,3
20,587,4
20,383,4
20,356,1
20,270,3
20,236,1
20,452,3
20,188,1
20,416,1
20,459,3
20,145,1
20,577,5
20,107,3
20,222,5
20,506,1
20,216,4
20,167,3
20,393,2
20,552,1
20,547,2
20,378,1
20,290,3
20,283,4
20,149,4
20,588,5
20,199,3
20,166,3
20,176,4
20,497,1
20,563,1
20,223,3
20,127,5
20,218,4
21,363,1
21,289,5
21,297,5
21,524,4
21,499,5
21,456,5
21,209,5
21,431,2
21,280,5
21,474,4
21,413,1
21,260,5
21,320,4
21,171,4
21,463,3
21,310,3
21,547,4
21,514,3
21,151,5
21,434,4
21,181,3
21,366,5
21,199,1
21,599,1
21,580,3
21,472,4
21,149,4
21,525,4
21,535,4
21,282,3
21,129,2
21,266,1
21,578,5
21,243,3
21,392,1
21,569,2
21,594,2
21,341,2
21,160,4
21,316,2
21,158,3
21,473,5
21,559,1
21,422,2
21,528,2
21,244,2
21,381,3
21,520,2
21,328,3
21,211,2
21,475,1
21,595,4
21,491,1
21,365,5
21,516,3
21,132,3
21,102,5
21,537,5
22,284,2
22,393,2
22,566,3
22,326,1
22,383,5
22,427,4
22,161,5
22,124,2
22,329,3
22,482,5
22,144,5
22,331,3
22,525,2
22,314,2
22,380,2
22,358,3
22,347,3
22,101,5
22,171,4
22,293,1
22,186,5
22,416,1
22,173,5
22,152,1
22,209,1
22,403,2
22,260,5
22,404,2
22,394,1
22,401,4
22,519,4
22,111,3
22,289,1
22,319,3
22,513,4
22,440,3
22,458,3
22,544,4
22,481,4
22,317,3
22,581,4
22,309,3
22,249,2
22,556,3
22,275,3
22,227,4
23,291,2
23,106,5
23,345,4
23,598,5
23,566,5
23,188,4
23,357,3
23,316,3
23,284,5
23,197,5
23,107,2
23,583,3
23,131,1
23,590,5
23,385,2
23,276,3
23,252,3
23,263,2
23,410,4
23,527,3
23,526,1
23,175,2
23,152,4
23,558,3
23,262,5
23,392,2
23,184,5
23,514,1
23,251,5
23,196,5
23,368,3
23,126,5
23,201,5
23,135,1
23,312,5
23,351,2
23,232,2
23,267,2
23,409,2
23,416,2
23,418,4
23,132,2
23,243,5
23,520,5
24,530,3
24,110,5
24,588,4
24,475,5
24,564,5
24,118,3
24,156,2
24,239,4
24,518,4
24,145,1
24,416,1
24,162,5
24,370,1
24,228,5
24,556,3
24,407,5
24,362,2
24,404,4
24,192,1
24,360,4
24,340,1
24,231,2
24,205,4
24,209,1
24,540,2
24,314,1
24,248,4
24,277,1
24,193,3
24,137,5
24,129,3
24,345,5
24,469,1
24,113,3
24,424,1
24,267,1
24,576,2
24,262,2
25,427,2
25,584,1
25,591,2
25,343,4
25,102,2
25,394,3
25,254,3
25,342,1
25,488,2
25,180,2
25,583,4
25,140,4
25,221,3
25,211,3
25,582,3
25,109,3
25,276,2
25,253,1
25,179,2
25,124,1
25,576,3
25,600,5
25,459,1
25,550,4
25,277,2
25,410,5
25,580,1
25,354,5
25,118,3
25,539,5
25,566,3
25,261,1
25,307,3
25,330,2
25,541,1
25,461,4
25,123,3
25,257,4
25,400,3
25,362,5
25,207,2
25,437,3
25,249,3
25,237,5
25,449,1
25,492,4
25,411,2
25,557,5
25,272,3
25,217,1
25,561,4
25,533,4
25,403,5
25,326,4
25,134,3
25,371,2
25,171,2
26,308,1
26,465,1
26,365,3
26,437,3
26,143,4
26,555,1
26,530,1
26,459,5
26,331,3
26,302,3
26,421,2
26,213,4
26,595,2
26,279,1
26,169,1
26,569,4
26,477,4
26,105,4
26,122,4
26,199,1
26,238,3
26,554,4
26,210,2
26,330,5
26,372,4
26,380,3
26,473,3
26,588,3
26,135,3
26,423,4
26,325,3
26,391,4
26,116,5
26,598,4
26,384,5
26,258,3
26,284,4
26,307,3
26,516,3
26,474,2
26,181,4
26,486,3
26,162,3
26,452,1
26,499,2
26,208,5
26,300,1
26,362,3
26,303,4
26,112,2
26,261,1
26,227,5
26,556,1
26,376,1
26,329,5
27,103,3
27,245,3
27,117,2
27,583,5
27,452,3
27,219,5
27,396,5
27,544,3
27,423,2
27,593,1
27,162,5
27,558,3
27,157,2
27,288,2
27,241,1
27,188,3
27,217,5
27,468,3
27,344,1
27,566,2
27,299,1
27,273,2
27,472,5
27,277,1
27,154,3
27,127,2
27,135,1
27,260,5
27,580,3
27,507,5
27,122,4
27,460,1
27,514,1
27,320,1
27,182,2
27,555,2
28,107,5
28,186,1
28,359,4
28,289,5
28,454,3
28,295,2
28,250,2
28,558,4
28,348,5
28,434,2
28,258,4
28,466,2
28,167,5
28,208,5
28,554,1
28,333,2
28,335,2
28,171,3
28,137,5
28,315,4
28,136,5
28,230,1
28,127,4
28,443,2
28,547,1
28,260,2
28,396,2
28,204,2
28,221,3
28,304,1
28,439,1
28,546,1
28,430,4
28,303,3
28,283,5
28,310,1
28,259,4
28,424,4
28,130,4
28,244,4
28,496,2
28,324,2
28,432,4
28,397,4
28,309,4
28,502,2
28,103,3
28,306,1
28,199,1
28,400,3
28,581,2
28,482,1
28,456,3
29,400,1
29,209,1
29,514,4
29,234,4
29,572,2
29,123,1
29,566,4
29,251,5
29,175,1
29,534,4
29,191,5
29,384,2
29,368,5
29,424,5
29,219,4
29,511,1
29,276,2
29,291,2
29,254,1
29,498,3
29,473,1
29,142,2
29,278,1
29,184,4
29,341,3
29,158,1
29,305,2
29,302,1
29,443,1
29,464,3
29,570,1
29,116,4
29,442,4
29,486,2
29,145,5
29,173,4
29,283,4
29,245,5
29,260,1
29,581,2
29,583,5
29,106,5
29,159,1
29,584,4
29,306,5
29,202,4
29,474,4
29,346,3
29,287,2
29,236,1
29,161,
29,564,5
29,263,5
30,460,2
30,582,1
30,138,2
30,529,2
30,275,3
30,207,2
30,372,1
30,295,2
30,423,4
30,506,2
30,471,1
30,149,4
30,194,5
30,205,2
30,102,4
30,224,1
30,547,2
30,355,1
30,341,5
30,364,2
30,161,1
30,265,1
30,370,4
30,407,3
30,490,3
30,189,5
30,247,1
30,480,5
30,433,2
30,535,3
30,476,4
30,269,5
30,397,3
30,524,1
30,500,5
30,331,5
30,239,5
30,366,3
30,328,2
30,301,4
30,237,3
30,491,3
30,133,3
30,585,3
30,575,5
31,206,2
31,447,2
31,394,5
31,137,4
31,324,2
31,550,2
31,193,2
31,470,1
31,112,4
31,493,4
31,569,5
31,514,5
31,373,2
31,428,1
31,543,2
31,412,2
31,127,1
31,269,2
31,208,5
31,191,5
31,518,5
31,580,5
31,175,5
31,521,5
31,530,2
31,585,1
31,520,5
31,561,4
31,125,2
31,331,5
31,194,4
31,538,5
31,239,3
31,153,5
31,404,5
31,438,5
31,596,1
31,259,5
31,278,4
31,361,4
31,426,3
31,591,2
31,219,3
31,443,2
31,416,5
31,455,3
32,182,2
32,457,1
32,588,5
32,335,5
32,521,4
32,435,4
32,531,3
32,491,3
32,212,3
32,347,4
32,359,3
32,386,5
32,191,2
32,299,4
32,446,4
32,147,2
32,506,3
32,432,2
32,131,2
32,312,3
32,356,4
32,235,4
32,234,4
32,111,1
32,186,3
32,400,3
32,177,4
32,126,5
32,326,3
32,134,3
32,377,2
32,587,2
32,543,2
32,267,3
32,379,1
32,237,1
32,408,5
32,523,3
32,280,4
32,153,2
33,163,4
33,281,4
33,102,2
33,244,2
33,377,1
33,394,4
33,233,4
33,304,5
33,391,5
33,565,3
33,513,1
33,178,5
33,309,5
33,247,4
33,399,2
33,188,3
33,223,1
33,525,2
33,302,2
33,502,3
33,459,2
33,490,4
33,282,3
33,468,2
33,175,3
33,228,3
33,570,1
34,342,1
34,428,4
34,418,2
34,187,1
34,432,5
34,190,4
34,108,1
34,487,4
34,592,5
34,325,4
34,240,2
34,579,1
34,154,3
34,231,1
34,521,2
34,221,3
34,491,5
34,177,2
34,149,4
34,119,2
34,176,3
34,434,2
34,437,2
34,269,2
34,140,4
34,359,4
34,591,3
34,369,2
34,567,2
34,558,1
34,515,1
34,220,3
34,204,3
34,125,1
34,368,2
34,422,1
34,518,2
34,444,5
34,501,4
34,349,5
34,116,1
35,245,4
35,437,5
35,320,1
35,498,4
35,595,5
35,136,1
35,583,1
35,239,5
35,334,3
35,386,2
35,552,2
35,502,3
35,365,4
35,580,5
35,423,2
35,187,1
35,222,5
35,326,2
35,579,4
35,558,4
35,107,4
35,417,1
35,351,3
35,557,4
35,465,4
35,101,2
35,445,4
35,150,3
35,477,4
35,401,2
35,273,1
35,175,2
35,205,4
35,582,2
35,319,1
35,243,4
35,262,2
35,484,5
35,511,2
35,356,5
35,534,1
35,329,2
35,317,2
35,125,4
35,591,3
35,121,5
35,316,3
35,167,1
35,572,3
36,399,2
36,350,3
36,124,4
36,593,2
36,317,3
36,432,2
36,171,2
36,406,4
36,322,3
36,149,4
36,169,3
36,598,1
36,230,5
36,460,1
36,119,3
36,140,1
36,209,4
36,505,5
36,133,4
36,453,5
36,462,3
36,240,4
36,376,5
36,330,5
36,136,4
36,195,2
36,500,3
36,446,3
36,563,1
36,193,1
36,439,2
36,556,5
36,352,3
36,221,4
36,321,5
36,261,2
36,175,4
36,468,2
36,566,1
36,544,3
36,427,4
36,378,3
36,494,1
36,185,5
36,470,3
37,481,3
37,518,4
37,294,2
37,582,2
37,303,2
37,221,1
37,513,3
37,367,3
37,169,2
37,549,5
37,349,4
37,280,1
37,285,3
37,469,1
37,177,5
37,402,3
37,338,2
37,515,1
37,168,5
37,456,1
37,175,1
37,228,1
37,532,3
37,360,5
37,372,1
37,134,4
37,104,4
37,266,4
37,287,3
37,543,1
37,356,5
37,318,2
37,297,1
37,567,2
37,248,5
38,402,2
38,447,5
38,228,5
38,435,2
38,424,4
38,430,1
38,387,1
38,446,1
38,518,3
38,234,2
38,213,3
38,256,1
38,325,5
38,592,3
38,416,1
38,531,5
38,198,3
38,432,2
38,218,3
38,568,2
38,265,5
38,475,4
38,389,4
38,142,3
38,361,1
38,144,5
38,103,2
38,139,1
38,555,5
38,262,4
38,595,3
38,216,4
38,131,2
38,243,3
38,455,5
38,451,4
38,560,3
38,411,2
38,364,2
38,367,5
38,183,1
38,279,5
38,501,4
38,118,2
38,306,3
38,358,4
38,454,3
38,419,4
38,587,1
38,382,1
38,344,1
38,135,1
38,311,1
39,408,4
39,516,1
39,392,1
39,147,2
39,457,3
39,508,5
39,275,2
39,240,2
39,421,2
39,462,2
39,532,2
39,345,2
39,288,1
39,125,3
39,397,4
39,239,3
39,346,2
39,115,3
39,536,3
39,473,2
39,500,5
39,436,3
39,149,4
39,491,3
39,447,3
39,580,2
39,233,1
39,226,2
39,567,5
39,313,5
39,427,1
39,278,4
39,266,1
39,581,3
39,228,1
39,403,3
39,573,3
39,116,5
39,452,1
39,291,5
39,273,4
39,400,4
39,542,1
39,383,1
39,528,4
39,548,1
39,189,2
39,184,2
39,165,5
39,429,1
39,279,2
39,540,3
39,238,4
39,520,4
39,331,2
39,465,1
39,304,4
39,589,5
39,572,3
39,478,2
40,501,1
40,489,5
40,172,1
40,361,1
40,325,2
40,228,3
40,422,2
40,519,1
40,238,3
40,502,4
40,142,1
40,284,2
40,369,5
40,383,3
40,188,5
40,482,5
40,170,1
40,486,5
40,274,3
40,249,2
40,379,4
40,143,1
40,123,4
40,483,5
40,553,2
40,505,1
40,213,3
40,160,4
40,250,2
40,178,2
40,399,5
40,342,5
40,423,4
40,304,5
40,384,3
40,475,4
40,121,3
41,371,1
41,320,5
41,148,3
41,434,1
41,522,5
41,293,2
41,461,4
41,290,1
41,595,5
41,350,4
41,113,4
41,491,5
41,381,4
41,124,3
41,568,4
41,489,2
41,474,2
41,334,5
41,251,3
41,436,2
41,116,4
41,323,1
41,438,1
41,255,3
41,443,1
41,190,1
41,274,3
41,452,1
41,158,5
41,149,3
41,119,3
41,102,3
41,497,4
41,253,1
41,539,2
41,477,4
41,596,5
41,433,4
41,542,1
41,252,3
41,439,4
41,421,1
41,466,2
41,192,3
41,362,4
42,577,1
42,331,3
42,347,5
42,351,5
42,501,2
42,280,2
42,566,4
42,133,1
42,150,5
42,161,1
42,389,3
42,562,3
42,298,1
42,372,4
42,123,2
42,471,3
42,317,3
42,154,5
42,453,2
42,184,4
42,256,5
42,139,5
42,459,4
42,182,4
42,410,2
42,374,1
42,524,3
42,322,5
42,416,4
42,476,1
42,107,1
42,332,3
42,490,1
42,335,2
42,498,4
42,600,2
42,530,2
42,485,2
42,361,3
42,460,5
42,440,2
42,173,1
42,429,5
42,442,3
42,413,2
42,121,4
42,521,5
42,217,1
42,482,4
42,137,1
42,433,3
42,219,1
42,234,3
42,404,3
43,350,4
43,394,4
43,177,3
43,461,2
43,311,4
43,343,5
43,368,4
43,286,1
43,283,3
43,424,1
43,105,1
43,391,1
43,471,2
43,565,3
43,303,3
43,475,1
43,472,5
43,196,1
43,112,1
43,533,4
43,407,4
43,360,5
43,540,5
43,393,4
43,301,1
43,599,2
43,537,3
43,444,4
43,476,2
43,418,5
43,466,5
43,548,5
43,289,5
43,355,3
43,560,1
43,483,3
43,514,1
43,111,2
43,318,4
43,428,5
43,256,1
43,257,3
43,457,4
43,369,3
43,121,1
43,281,4
44,547,3
44,563,5
44,341,4
44,423,2
44,356,1
44,542,1
44,505,4
44,420,1
44,335,3
44,351,4
44,333,4
44,180,3
44,504,3
44,487,5
44,247,4
44,148,2
44,396,3
44,471,3
44,209,2
44,591,5
44,329,3
44,237,4
44,569,4
44,500,3
44,378,5
44,256,4
44,516,3
44,543,3
44,489,4
44,328,3
44,111,3
44,580,2
44,399,3
44,566,2
44,493,1
44,122,4
44,334,3
44,345,1
44,175,3
44,346,3
44,392,1
44,128,4
44,269,3
44,162,3
44,519,5
45,436,4
45,403,2
45,479,4
45,307,1
45,169,5
45,524,4
45,185,3
45,203,4
45,121,4
45,363,3
45,159,5
45,208,2
45,353,5
45,143,2
45,376,3
45,254,3
45,495,2
45,225,3
45,347,2
45,327,1
45,255,3
45,487,4
45,247,2
45,273,5
45,413,5
45,234,2
45,467,2
45,500,5
45,219,2
45,521,1
45,239,4
45,358,
45,113,1
45,440,4
45,593,
45,457,3
45,160,3
45,243,2
45,168,1
45,589,1
45,337,2
45,574,1
45,229,4
45,385,1
45,588,2
46,349,4
46,510,2
46,476,5
46,265,3
46,597,4
46,549,2
46,448,2
46,228,2
46,305,1
46,573,2
46,468,3
46,207,5
46,242,3
46,471,5
46,287,4
46,505,2
46,389,4
46,513,5
46,303,1
46,422,1
46,457,2
46,548,5
46,150,5
46,469,2
46,509,1
46,397,5
46,158,3
46,399,2
46,140,4
46,188,3
46,246,5
46,404,2
46,168,4
46,334,5
46,141,3
46,104,5
46,431,5
46,343,4
46,450,4
46,461,5
46,187,1
46,406,1
46,200,1
46,299,1
46,222,3
46,387,4
46,341,4
46,262,4
46,455,1
46,325,4
47,182,4
47,215,5
47,369,5
47,438,4
47,409,1
47,153,5
47,118,2
47,442,2
47,427,4
47,423,5
47,217,1
47,258,3
47,290,3
47,425,2
47,413,4
47,514,2
47,466,4
47,420,1
47,173,3
47,142,5
47,374,4
47,326,3
47,289,5
47,186,5
47,314,4
47,457,5
47,325,2
47,233,5
47,120,3
47,372,4
47,418,5
47,188,3
47,414,2
47,558,5
47,387,1
47,574,1
47,346,1
47,127,5
47,160,4
47,243,4
47,492,2
47,147,5
47,375,2
47,136,4
47,360,3
47,584,3
47,144,5
47,230,3
47,183,4
47,398,1
47,560,3
47,506,2
47,571,3
47,594,4
47,488,2
48,490,4
48,489,3
48,378,2
48,302,1
48,419,3
48,447,4
48,300,1
48,475,2
48,116,3
48,332,3
48,358,3
48,498,3
48,531,4
48,311,1
48,256,3
48,141,5
48,110,5
48,333,4
48,586,5
48,357,5
48,240,3
48,320,2
48,249,2
48,572,2
48,356,1
48,164,3
48,569,3
48,312,3
48,206,5
48,108,5
48,441,3
48,223,4
48,188,4
48,411,3
48,156,1
48,281,5
48,344,1
48,376,3
48,136,1
48,283,2
48,142,2
48,222,3
48,323,4
48,182,2
48,154,3
48,468,5
48,169,3
48,530,3
48,122,3
48,173,1
48,420,2
48,443,3
48,119,1
48,524,5
49,316,5
49,273,1
49,326,4
49,253,2
49,270,3
49,129,4
49,411,5
49,239,2
49,366,4
49,342,4
49,332,2
49,374,4
49,105,2
49,568,4
49,497,3
49,137,5
49,346,1
49,176,4
49,592,1
49,325,4
49,385,2
49,283,2
49,563,2
49,452,5
49,214,3
49,188,5
49,505,1
49,302,4
49,355,1
49,274,4
